timestamp	5BTK-M	I3Q-II	M5-CGW	MJXW-P	Y-OMTZ	ZA9-PY
2016-02-02 06:17:47					23.0	
2016-02-02 07:14:48					35.0	
2016-02-02 08:11:50					120.0	
2016-02-02 09:08:51					198.0	
2016-02-02 10:06:00					365.0	
2016-02-02 11:03:01					321.0	
2016-02-02 12:00:03					165.0	
2016-02-02 12:57:03					152.0	
2016-02-02 13:54:06					55.0	
2016-02-02 14:51:07					29.0	
2016-02-02 15:48:10					125.0	
2016-02-02 16:45:11					585.0	
2016-02-02 17:42:13					878.0	
2016-02-02 18:39:13					1035.0	
2016-02-02 19:36:13					1714.0	
2016-02-02 20:33:13					2017.0	
2016-02-02 21:30:13					1920.0	
2016-02-02 22:27:13					1495.0	
2016-02-02 23:24:13					575.0	
2016-02-03 00:21:13					314.0	
2016-02-03 01:18:13					597.0	
2016-02-03 02:15:13					339.0	
2016-02-03 03:12:13					102.0	
2016-02-03 04:09:13					78.0	
2016-02-03 05:06:14					22.0	
2016-02-03 06:03:14					22.0	
2016-02-03 07:00:14	187.0					
2016-02-03 07:57:14	281.0					
2016-02-03 08:54:14	278.0					
2016-02-03 09:51:14	274.0					
2016-02-03 10:48:14					154.0	
2016-02-03 11:45:14					281.0	
2016-02-03 12:42:14					252.0	
2016-02-03 13:39:14					536.0	
2016-02-03 14:36:14					672.0	
2016-02-03 15:33:14					266.0	
2016-02-03 16:30:14					75.0	
2016-02-03 17:27:15					262.0	
2016-02-03 18:24:16					260.0	
2016-02-03 19:21:16					111.0	
2016-02-03 20:18:17					130.0	
2016-02-03 21:15:17					76.0	
2016-02-03 22:12:20					206.0	
2016-02-03 23:09:22					206.0	
2016-02-04 00:06:24					12.0	
2016-02-04 01:03:24					14.0	
2016-02-04 02:00:26					55.0	
2016-02-04 02:57:26					139.0	
2016-02-04 03:54:28					205.0	
2016-02-04 04:51:30					164.0	
2016-02-04 05:48:32					352.0	
2016-02-04 06:45:33					841.0	
2016-02-04 07:42:37					871.0	
2016-02-04 08:39:37					383.0	
2016-02-04 09:36:39					116.0	
2016-02-04 10:33:41					157.0	
2016-02-04 11:30:45					210.0	
2016-02-04 12:27:50					193.0	
2016-02-04 13:24:51					263.0	
2016-02-04 14:21:53					281.0	
2016-02-04 15:18:58					201.0	
2016-02-04 16:16:00					157.0	
2016-02-04 17:13:01					173.0	
2016-02-04 18:10:03					127.0	
2016-02-04 19:07:07					13.0	
2016-02-04 20:04:07					69.0	
2016-02-04 21:01:09					69.0	
2016-02-04 21:58:09	327.0					
2016-02-04 22:55:09					31.0	
2016-02-04 23:52:12					49.0	
2016-02-05 00:49:13					122.0	
2016-02-05 01:46:14					328.0	
2016-02-05 02:43:14					606.0	
2016-02-05 03:40:14					864.0	
2016-02-05 04:37:15					818.0	
2016-02-05 05:34:17					384.0	
2016-02-05 06:31:17					133.0	
2016-02-05 07:28:17					9.0	
2016-02-05 08:25:18					54.0	
2016-02-05 09:22:22					77.0	
2016-02-05 10:19:25					91.0	
2016-02-05 11:16:26					124.0	
2016-02-05 12:13:26					467.0	
2016-02-05 13:10:26					733.0	
2016-02-05 14:07:26					415.0	
2016-02-05 15:04:26					235.0	
2016-02-05 16:01:26					1088.0	
2016-02-05 16:58:26					1803.0	
2016-02-05 17:55:26					1812.0	
2016-02-05 18:52:26					1820.0	
2016-02-05 19:49:26					1883.0	
2016-02-05 20:46:26					1434.0	
2016-02-05 21:43:26					1434.0	
2016-02-05 22:40:26					1208.0	
2016-02-05 23:37:26					429.0	
2016-02-06 00:34:26					321.0	
2016-02-06 01:31:26					183.0	
2016-02-06 02:28:26					11.0	
2016-02-06 03:25:26	276.0					
2016-02-06 04:22:26	301.0					
2016-02-06 05:19:26	627.0					
2016-02-06 06:16:26	641.0					
2016-02-06 07:13:26					5.0	
2016-02-06 08:10:26					5.0	
2016-02-06 09:07:26					57.0	
2016-02-06 10:04:26					155.0	
2016-02-06 11:01:26					904.0	
2016-02-06 11:58:26					1979.0	
2016-02-06 12:55:26					1366.0	
2016-02-06 13:52:26					92.0	
2016-02-06 14:49:26					516.0	
2016-02-06 15:46:26					1259.0	
2016-02-06 16:43:26					1460.0	
2016-02-06 17:40:26					756.0	
2016-02-06 18:37:27					519.0	
2016-02-06 19:34:27					1179.0	
2016-02-06 20:31:29					1834.0	
2016-02-06 21:28:31					2140.0	
2016-02-06 22:25:33					1847.0	
2016-02-06 23:22:33					980.0	
2016-02-07 00:19:34					472.0	
2016-02-07 01:16:35					454.0	
2016-02-07 02:13:36					194.0	
2016-02-07 03:10:39					203.0	
2016-02-07 04:07:43					256.0	
2016-02-07 05:04:44					253.0	
2016-02-07 06:01:45					181.0	
2016-02-07 06:58:45					82.0	
2016-02-07 07:55:47					52.0	
2016-02-07 08:52:48					235.0	
2016-02-07 09:49:50					348.0	
2016-02-07 10:46:52					197.0	
2016-02-07 11:43:54					32.0	
2016-02-07 12:40:54					92.0	
2016-02-07 13:37:57					174.0	
2016-02-07 14:34:59					463.0	
2016-02-07 15:31:59					802.0	
2016-02-07 16:29:00					523.0	
2016-02-07 17:26:01					134.0	
2016-02-07 18:23:03					288.0	
2016-02-07 19:20:03					242.0	
2016-02-07 20:17:04					49.0	
2016-02-07 21:14:04					32.0	
2016-02-07 22:11:05	301.0					
2016-02-07 23:08:06	231.0					
2016-02-08 00:05:06					99.0	
2016-02-08 01:02:06					99.0	
2016-02-08 01:59:08	107.0					
